
Valor Original	Valor emitido
     0.95106	     0.95100
     0.95298	     0.95200
     0.95487	     0.95400
     0.95671	     0.95600
     0.95852	     0.95800
     0.96029	     0.96000
     0.96203	     0.96200
     0.96372	     0.96300
     0.96538	     0.96500
     0.96700	     0.96700
     0.96858	     0.96800
     0.97013	     0.97000
     0.97163	     0.97100
     0.97310	     0.97300
     0.97453	     0.97400
     0.97592	     0.97500
     0.97727	     0.97700
     0.97858	     0.97800
     0.97986	     0.97900
     0.98109	     0.98100
     0.98229	     0.98200
     0.98345	     0.98300
     0.98456	     0.98400
     0.98565	     0.98500
     0.98669	     0.98600
     0.98769	     0.98700
     0.98865	     0.98800
     0.98958	     0.98900
     0.99046	     0.99000
     0.99131	     0.99100
     0.99212	     0.99200
     0.99288	     0.99200
     0.99361	     0.99300
     0.99430	     0.99400
     0.99495	     0.99400
     0.99556	     0.99500
     0.99613	     0.99600
     0.99667	     0.99600
     0.99716	     0.99700
     0.99761	     0.99700
     0.99803	     0.99800
     0.99840	     0.99800
     0.99874	     0.99800
     0.99903	     0.99900
     0.99929	     0.99900
     0.99951	     0.99900
     0.99968	     0.99900
     0.99982	     0.99900
     0.99992	     0.99900
     0.99998	     0.99900
     1.00000	     1.00000
     0.99998	     0.99900
     0.99992	     0.99900
     0.99982	     0.99900
     0.99968	     0.99900
     0.99951	     0.99900
     0.99929	     0.99900
     0.99903	     0.99900
     0.99874	     0.99800
     0.99840	     0.99800
     0.99803	     0.99800
     0.99761	     0.99700
     0.99716	     0.99700
     0.99667	     0.99600
     0.99613	     0.99600
     0.99556	     0.99500
     0.99495	     0.99400
     0.99430	     0.99400
     0.99361	     0.99300
     0.99288	     0.99200
     0.99211	     0.99200
     0.99131	     0.99100
     0.99046	     0.99000
     0.98958	     0.98900
     0.98865	     0.98800
     0.98769	     0.98700
     0.98669	     0.98600
     0.98564	     0.98500
     0.98456	     0.98400
     0.98344	     0.98300
     0.98229	     0.98200
     0.98109	     0.98100
     0.97985	     0.97900
     0.97858	     0.97800
     0.97727	     0.97700
     0.97592	     0.97500
     0.97453	     0.97400
     0.97310	     0.97300
     0.97163	     0.97100
     0.97013	     0.97000
     0.96858	     0.96800
     0.96700	     0.96700
     0.96538	     0.96500
     0.96372	     0.96300
     0.96203	     0.96200
     0.96029	     0.96000
     0.95852	     0.95800
     0.95671	     0.95600
     0.95486	     0.95400
     0.95298	     0.95200
     0.95106	     0.95100
     0.94909	     0.94900
     0.94710	     0.94700
     0.94506	     0.94500
     0.94299	     0.94200
     0.94088	     0.94000
     0.93873	     0.93800
     0.93655	     0.93600
     0.93433	     0.93400
     0.93207	     0.93200
     0.92977	     0.92900
     0.92744	     0.92700
     0.92508	     0.92500
     0.92267	     0.92200
     0.92023	     0.92000
     0.91775	     0.91700
     0.91524	     0.91500
     0.91269	     0.91200
     0.91010	     0.91000
     0.90748	     0.90700
     0.90483	     0.90400
     0.90213	     0.90200
     0.89940	     0.89900
     0.89664	     0.89600
     0.89384	     0.89300
     0.89100	     0.89100
     0.88813	     0.88800
     0.88523	     0.88500
     0.88229	     0.88200
     0.87931	     0.87900
     0.87630	     0.87600
     0.87326	     0.87300
     0.87018	     0.87000
     0.86707	     0.86700
     0.86392	     0.86300
     0.86074	     0.86000
     0.85752	     0.85700
     0.85427	     0.85400
     0.85099	     0.85000
     0.84768	     0.84700
     0.84433	     0.84400
     0.84094	     0.84000
     0.83753	     0.83700
     0.83408	     0.83400
     0.83059	     0.83000
     0.82708	     0.82700
     0.82353	     0.82300
     0.81995	     0.81900
     0.81634	     0.81600
     0.81269	     0.81200
     0.80901	     0.80900
     0.80530	     0.80500
     0.80156	     0.80100
     0.79779	     0.79700
     0.79399	     0.79300
     0.79015	     0.79000
     0.78629	     0.78600
     0.78239	     0.78200
     0.77846	     0.77800
     0.77450	     0.77400
     0.77051	     0.77000
     0.76649	     0.76600
     0.76244	     0.76200
     0.75836	     0.75800
     0.75425	     0.75400
     0.75011	     0.75000
     0.74594	     0.74500
     0.74174	     0.74100
     0.73751	     0.73700
     0.73325	     0.73300
     0.72896	     0.72800
     0.72465	     0.72400
     0.72031	     0.72000
     0.71593	     0.71500
     0.71153	     0.71100
     0.70710	     0.70700
     0.70265	     0.70200
     0.69816	     0.69800
     0.69365	     0.69300
     0.68911	     0.68900
     0.68454	     0.68400
     0.67995	     0.67900
     0.67533	     0.67500
     0.67068	     0.67000
     0.66601	     0.66600
     0.66131	     0.66100
     0.65658	     0.65600
     0.65183	     0.65100
     0.64705	     0.64700
     0.64225	     0.64200
     0.63742	     0.63700
     0.63257	     0.63200
     0.62769	     0.62700
     0.62278	     0.62200
     0.61786	     0.61700
     0.61290	     0.61200
     0.60793	     0.60700
     0.60292	     0.60200
     0.59790	     0.59700
     0.59285	     0.59200
     0.58778	     0.58700
     0.58269	     0.58200
     0.57757	     0.57700
     0.57243	     0.57200
     0.56726	     0.56700
     0.56208	     0.56200
     0.55687	     0.55600
     0.55164	     0.55100
     0.54639	     0.54600
     0.54112	     0.54100
     0.53582	     0.53500
     0.53051	     0.53000
     0.52517	     0.52500
     0.51981	     0.51900
     0.51443	     0.51400
     0.50904	     0.50900
     0.50362	     0.50300
     0.49818	     0.49800
     0.49272	     0.49200
     0.48724	     0.48700
     0.48175	     0.48100
     0.47623	     0.47600
     0.47070	     0.47000
     0.46515	     0.46500
     0.45957	     0.45900
     0.45398	     0.45300
     0.44838	     0.44800
     0.44275	     0.44200
     0.43711	     0.43700
     0.43145	     0.43100
     0.42577	     0.42500
     0.42008	     0.42000
     0.41437	     0.41400
     0.40864	     0.40800
     0.40290	     0.40200
     0.39714	     0.39700
     0.39137	     0.39100
     0.38558	     0.38500
     0.37977	     0.37900
     0.37395	     0.37300
     0.36812	     0.36800
     0.36227	     0.36200
     0.35641	     0.35600
     0.35053	     0.35000
     0.34464	     0.34400
     0.33873	     0.33800
     0.33281	     0.33200
     0.32688	     0.32600
     0.32094	     0.32000
     0.31498	     0.31400
     0.30901	     0.30900
     0.30303	     0.30300
     0.29704	     0.29700
     0.29103	     0.29100
     0.28501	     0.28500
     0.27898	     0.27800
     0.27295	     0.27200
     0.26690	     0.26600
     0.26084	     0.26000
     0.25476	     0.25400
     0.24868	     0.24800
     0.24259	     0.24200
     0.23649	     0.23600
     0.23038	     0.23000
     0.22426	     0.22400
     0.21814	     0.21800
     0.21200	     0.21200
     0.20586	     0.20500
     0.19970	     0.19900
     0.19354	     0.19300
     0.18737	     0.18700
     0.18120	     0.18100
     0.17502	     0.17500
     0.16883	     0.16800
     0.16263	     0.16200
     0.15643	     0.15600
     0.15022	     0.15000
     0.14400	     0.14400
     0.13778	     0.13700
     0.13156	     0.13100
     0.12533	     0.12500
     0.11909	     0.11900
     0.11285	     0.11200
     0.10660	     0.10600
     0.10035	     0.10000
     0.09410	     0.09400
     0.08784	     0.08700
     0.08158	     0.08100
     0.07532	     0.07500
     0.06905	     0.06900
     0.06278	     0.06200
     0.05651	     0.05600
     0.05024	     0.05000
     0.04396	     0.04300
     0.03768	     0.03700
     0.03140	     0.03100
     0.02512	     0.02500
     0.01884	     0.01800
     0.01256	     0.01200
     0.00628	     0.00600
    -0.00001	     0.00000
    -0.00629	    -0.00600
    -0.01257	    -0.01200
    -0.01886	    -0.01800
    -0.02514	    -0.02500
    -0.03142	    -0.03100
    -0.03770	    -0.03700
    -0.04398	    -0.04300
    -0.05025	    -0.05000
    -0.05653	    -0.05600
    -0.06280	    -0.06200
    -0.06907	    -0.06900
    -0.07533	    -0.07500
    -0.08160	    -0.08100
    -0.08786	    -0.08700
    -0.09412	    -0.09400
    -0.10037	    -0.10000
    -0.10662	    -0.10600
    -0.11286	    -0.11200
    -0.11910	    -0.11900
    -0.12534	    -0.12500
    -0.13157	    -0.13100
    -0.13780	    -0.13700
    -0.14402	    -0.14400
    -0.15023	    -0.15000
    -0.15644	    -0.15600
    -0.16264	    -0.16200
    -0.16884	    -0.16800
    -0.17503	    -0.17500
    -0.18121	    -0.18100
    -0.18739	    -0.18700
    -0.19356	    -0.19300
    -0.19972	    -0.19900
    -0.20587	    -0.20500
    -0.21201	    -0.21200
    -0.21815	    -0.21800
    -0.22428	    -0.22400
    -0.23040	    -0.23000
    -0.23651	    -0.23600
    -0.24261	    -0.24200
    -0.24870	    -0.24800
    -0.25478	    -0.25400
    -0.26085	    -0.26000
    -0.26691	    -0.26600
    -0.27296	    -0.27200
    -0.27900	    -0.27800
    -0.28503	    -0.28500
    -0.29104	    -0.29100
    -0.29705	    -0.29700
    -0.30304	    -0.30300
    -0.30902	    -0.30900
    -0.31499	    -0.31400
    -0.32095	    -0.32000
    -0.32690	    -0.32600
    -0.33283	    -0.33200
    -0.33875	    -0.33800
    -0.34465	    -0.34400
    -0.35054	    -0.35000
    -0.35642	    -0.35600
    -0.36228	    -0.36200
    -0.36813	    -0.36800
    -0.37397	    -0.37300
    -0.37979	    -0.37900
    -0.38559	    -0.38500
    -0.39138	    -0.39100
    -0.39716	    -0.39700
    -0.40291	    -0.40200
    -0.40866	    -0.40800
    -0.41438	    -0.41400
    -0.42009	    -0.42000
    -0.42579	    -0.42500
    -0.43146	    -0.43100
    -0.43712	    -0.43700
    -0.44277	    -0.44200
    -0.44839	    -0.44800
    -0.45400	    -0.45300
    -0.45959	    -0.45900
    -0.46516	    -0.46500
    -0.47071	    -0.47000
    -0.47625	    -0.47600
    -0.48176	    -0.48100
    -0.48726	    -0.48700
    -0.49273	    -0.49200
    -0.49819	    -0.49800
    -0.50363	    -0.50300
    -0.50905	    -0.50900
    -0.51445	    -0.51400
    -0.51982	    -0.51900
    -0.52518	    -0.52500
    -0.53052	    -0.53000
    -0.53583	    -0.53500
    -0.54113	    -0.54100
    -0.54640	    -0.54600
    -0.55165	    -0.55100
    -0.55688	    -0.55600
    -0.56209	    -0.56200
    -0.56728	    -0.56700
    -0.57244	    -0.57200
    -0.57758	    -0.57700
    -0.58270	    -0.58200
    -0.58779	    -0.58700
    -0.59286	    -0.59200
    -0.59791	    -0.59700
    -0.60294	    -0.60200
    -0.60794	    -0.60700
    -0.61291	    -0.61200
    -0.61787	    -0.61700
    -0.62279	    -0.62200
    -0.62770	    -0.62700
    -0.63258	    -0.63200
    -0.63743	    -0.63700
    -0.64226	    -0.64200
    -0.64706	    -0.64700
    -0.65184	    -0.65100
    -0.65659	    -0.65600
    -0.66132	    -0.66100
    -0.66602	    -0.66600
    -0.67069	    -0.67000
    -0.67534	    -0.67500
    -0.67996	    -0.67900
    -0.68455	    -0.68400
    -0.68912	    -0.68900
    -0.69366	    -0.69300
    -0.69817	    -0.69800
    -0.70266	    -0.70200
    -0.70711	    -0.70700
    -0.71154	    -0.71100
    -0.71594	    -0.71500
    -0.72032	    -0.72000
    -0.72466	    -0.72400
    -0.72897	    -0.72800
    -0.73326	    -0.73300
    -0.73752	    -0.73700
    -0.74175	    -0.74100
    -0.74595	    -0.74500
    -0.75012	    -0.75000
    -0.75426	    -0.75400
    -0.75837	    -0.75800
    -0.76245	    -0.76200
    -0.76650	    -0.76600
    -0.77052	    -0.77000
    -0.77451	    -0.77400
    -0.77847	    -0.77800
    -0.78240	    -0.78200
    -0.78629	    -0.78600
    -0.79016	    -0.79000
    -0.79400	    -0.79300
    -0.79780	    -0.79700
    -0.80157	    -0.80100
    -0.80531	    -0.80500
    -0.80902	    -0.80900
    -0.81270	    -0.81200
    -0.81634	    -0.81600
    -0.81996	    -0.81900
    -0.82354	    -0.82300
    -0.82709	    -0.82700
    -0.83060	    -0.83000
    -0.83408	    -0.83400
    -0.83753	    -0.83700
    -0.84095	    -0.84000
    -0.84433	    -0.84400
    -0.84768	    -0.84700
    -0.85100	    -0.85000
    -0.85428	    -0.85400
    -0.85753	    -0.85700
    -0.86075	    -0.86000
    -0.86393	    -0.86300
    -0.86708	    -0.86700
    -0.87019	    -0.87000
    -0.87327	    -0.87300
    -0.87631	    -0.87600
    -0.87932	    -0.87900
    -0.88230	    -0.88200
    -0.88524	    -0.88500
    -0.88814	    -0.88800
    -0.89101	    -0.89100
    -0.89385	    -0.89300
    -0.89665	    -0.89600
    -0.89941	    -0.89900
    -0.90214	    -0.90200
    -0.90483	    -0.90400
    -0.90749	    -0.90700
    -0.91011	    -0.91000
    -0.91270	    -0.91200
    -0.91525	    -0.91500
    -0.91776	    -0.91700
    -0.92024	    -0.92000
    -0.92268	    -0.92200
    -0.92508	    -0.92500
    -0.92745	    -0.92700
    -0.92978	    -0.92900
    -0.93207	    -0.93200
    -0.93433	    -0.93400
    -0.93655	    -0.93600
    -0.93874	    -0.93800
    -0.94088	    -0.94000
    -0.94299	    -0.94200
    -0.94507	    -0.94500
    -0.94710	    -0.94700
    -0.94910	    -0.94900
    -0.95106	    -0.95100
    -0.95298	    -0.95200
    -0.95487	    -0.95400
    -0.95672	    -0.95600
    -0.95852	    -0.95800
    -0.96030	    -0.96000
    -0.96203	    -0.96200
    -0.96373	    -0.96300
    -0.96538	    -0.96500
    -0.96700	    -0.96700
    -0.96859	    -0.96800
    -0.97013	    -0.97000
    -0.97163	    -0.97100
    -0.97310	    -0.97300
    -0.97453	    -0.97400
    -0.97592	    -0.97500
    -0.97727	    -0.97700
    -0.97858	    -0.97800
    -0.97986	    -0.97900
    -0.98109	    -0.98100
    -0.98229	    -0.98200
    -0.98345	    -0.98300
    -0.98457	    -0.98400
    -0.98565	    -0.98500
    -0.98669	    -0.98600
    -0.98769	    -0.98700
    -0.98865	    -0.98800
    -0.98958	    -0.98900
    -0.99046	    -0.99000
    -0.99131	    -0.99100
    -0.99212	    -0.99200
    -0.99288	    -0.99200
    -0.99361	    -0.99300
    -0.99430	    -0.99400
    -0.99495	    -0.99400
    -0.99556	    -0.99500
    -0.99613	    -0.99600
    -0.99667	    -0.99600
    -0.99716	    -0.99700
    -0.99761	    -0.99700
    -0.99803	    -0.99800
    -0.99840	    -0.99800
    -0.99874	    -0.99800
    -0.99903	    -0.99900
    -0.99929	    -0.99900
    -0.99951	    -0.99900
    -0.99968	    -0.99900
    -0.99982	    -0.99900
    -0.99992	    -0.99900
    -0.99998	    -0.99900
    -1.00000	    -0.99900
    -0.99998	    -0.99900
    -0.99992	    -0.99900
    -0.99982	    -0.99900
    -0.99968	    -0.99900
    -0.99951	    -0.99900
    -0.99929	    -0.99900
    -0.99903	    -0.99900
    -0.99874	    -0.99800
    -0.99840	    -0.99800
    -0.99803	    -0.99800
    -0.99761	    -0.99700
    -0.99716	    -0.99700
    -0.99667	    -0.99600
    -0.99613	    -0.99600
    -0.99556	    -0.99500
    -0.99495	    -0.99400
    -0.99430	    -0.99400
    -0.99361	    -0.99300
    -0.99288	    -0.99200
    -0.99211	    -0.99200
    -0.99131	    -0.99100
    -0.99046	    -0.99000
    -0.98957	    -0.98900
    -0.98865	    -0.98800
    -0.98769	    -0.98700
    -0.98668	    -0.98600
    -0.98564	    -0.98500
    -0.98456	    -0.98400
    -0.98344	    -0.98300
    -0.98229	    -0.98200
    -0.98109	    -0.98100
    -0.97985	    -0.97900
    -0.97858	    -0.97800
    -0.97727	    -0.97700
    -0.97591	    -0.97500
    -0.97452	    -0.97400
    -0.97310	    -0.97300
    -0.97163	    -0.97100
    -0.97012	    -0.97000
    -0.96858	    -0.96800
    -0.96700	    -0.96600
    -0.96538	    -0.96500
    -0.96372	    -0.96300
    -0.96202	    -0.96200
    -0.96029	    -0.96000
    -0.95852	    -0.95800
    -0.95671	    -0.95600
    -0.95486	    -0.95400
    -0.95298	    -0.95200
    -0.95105	    -0.95100
    -0.94909	    -0.94900
    -0.94709	    -0.94700
    -0.94506	    -0.94500
    -0.94299	    -0.94200
    -0.94088	    -0.94000
    -0.93873	    -0.93800
    -0.93655	    -0.93600
    -0.93432	    -0.93400
    -0.93207	    -0.93200
    -0.92977	    -0.92900
    -0.92744	    -0.92700
    -0.92507	    -0.92500
    -0.92267	    -0.92200
    -0.92023	    -0.92000
    -0.91775	    -0.91700
    -0.91524	    -0.91500
    -0.91269	    -0.91200
    -0.91010	    -0.91000
    -0.90748	    -0.90700
    -0.90482	    -0.90400
    -0.90213	    -0.90200
    -0.89940	    -0.89900
    -0.89664	    -0.89600
    -0.89384	    -0.89300
    -0.89100	    -0.89100
    -0.88813	    -0.88800
    -0.88523	    -0.88500
    -0.88229	    -0.88200
    -0.87931	    -0.87900
    -0.87630	    -0.87600
    -0.87326	    -0.87300
    -0.87018	    -0.87000
    -0.86706	    -0.86700
    -0.86392	    -0.86300
    -0.86074	    -0.86000
    -0.85752	    -0.85700
    -0.85427	    -0.85400
    -0.85099	    -0.85000
    -0.84767	    -0.84700
    -0.84432	    -0.84400
    -0.84094	    -0.84000
    -0.83752	    -0.83700
    -0.83407	    -0.83400
    -0.83059	    -0.83000
    -0.82707	    -0.82700
    -0.82353	    -0.82300
    -0.81994	    -0.81900
    -0.81633	    -0.81600
    -0.81269	    -0.81200
    -0.80901	    -0.80900
    -0.80530	    -0.80500
    -0.80156	    -0.80100
    -0.79779	    -0.79700
    -0.79398	    -0.79300
    -0.79015	    -0.79000
    -0.78628	    -0.78600
    -0.78238	    -0.78200
    -0.77845	    -0.77800
    -0.77450	    -0.77400
    -0.77051	    -0.77000
    -0.76648	    -0.76600
    -0.76243	    -0.76200
    -0.75835	    -0.75800
    -0.75424	    -0.75400
    -0.75010	    -0.75000
    -0.74593	    -0.74500
    -0.74173	    -0.74100
    -0.73750	    -0.73700
    -0.73325	    -0.73300
    -0.72896	    -0.72800
    -0.72464	    -0.72400
    -0.72030	    -0.72000
    -0.71593	    -0.71500
    -0.71153	    -0.71100
    -0.70710	    -0.70700
    -0.70264	    -0.70200
    -0.69816	    -0.69800
    -0.69364	    -0.69300
    -0.68910	    -0.68900
    -0.68454	    -0.68400
    -0.67994	    -0.67900
    -0.67532	    -0.67500
    -0.67068	    -0.67000
    -0.66600	    -0.66600
    -0.66130	    -0.66100
    -0.65658	    -0.65600
    -0.65182	    -0.65100
    -0.64705	    -0.64700
    -0.64224	    -0.64200
    -0.63741	    -0.63700
    -0.63256	    -0.63200
    -0.62768	    -0.62700
    -0.62278	    -0.62200
    -0.61785	    -0.61700
    -0.61290	    -0.61200
    -0.60792	    -0.60700
    -0.60292	    -0.60200
    -0.59789	    -0.59700
    -0.59285	    -0.59200
    -0.58777	    -0.58700
    -0.58268	    -0.58200
    -0.57756	    -0.57700
    -0.57242	    -0.57200
    -0.56726	    -0.56700
    -0.56207	    -0.56200
    -0.55686	    -0.55600
    -0.55163	    -0.55100
    -0.54638	    -0.54600
    -0.54111	    -0.54100
    -0.53582	    -0.53500
    -0.53050	    -0.53000
    -0.52516	    -0.52500
    -0.51981	    -0.51900
    -0.51443	    -0.51400
    -0.50903	    -0.50900
    -0.50361	    -0.50300
    -0.49817	    -0.49800
    -0.49272	    -0.49200
    -0.48724	    -0.48700
    -0.48174	    -0.48100
    -0.47623	    -0.47600
    -0.47069	    -0.47000
    -0.46514	    -0.46500
    -0.45957	    -0.45900
    -0.45398	    -0.45300
    -0.44837	    -0.44800
    -0.44275	    -0.44200
    -0.43710	    -0.43700
    -0.43144	    -0.43100
    -0.42577	    -0.42500
    -0.42007	    -0.42000
    -0.41436	    -0.41400
    -0.40864	    -0.40800
    -0.40289	    -0.40200
    -0.39714	    -0.39700
    -0.39136	    -0.39100
    -0.38557	    -0.38500
    -0.37977	    -0.37900
    -0.37395	    -0.37300
    -0.36811	    -0.36800
    -0.36226	    -0.36200
    -0.35640	    -0.35600
    -0.35052	    -0.35000
    -0.34463	    -0.34400
    -0.33872	    -0.33800
    -0.33281	    -0.33200
    -0.32687	    -0.32600
    -0.32093	    -0.32000
    -0.31497	    -0.31400
    -0.30900	    -0.30900
    -0.30302	    -0.30300
    -0.29703	    -0.29700
    -0.29102	    -0.29100
    -0.28501	    -0.28500
    -0.27898	    -0.27800
    -0.27294	    -0.27200
    -0.26689	    -0.26600
    -0.26083	    -0.26000
    -0.25476	    -0.25400
    -0.24868	    -0.24800
    -0.24259	    -0.24200
    -0.23649	    -0.23600
    -0.23038	    -0.23000
    -0.22426	    -0.22400
    -0.21813	    -0.21800
    -0.21199	    -0.21100
    -0.20585	    -0.20500
    -0.19970	    -0.19900
    -0.19354	    -0.19300
    -0.18737	    -0.18700
    -0.18119	    -0.18100
    -0.17501	    -0.17500
    -0.16882	    -0.16800
    -0.16262	    -0.16200
    -0.15642	    -0.15600
    -0.15021	    -0.15000
    -0.14400	    -0.14300
    -0.13778	    -0.13700
    -0.13155	    -0.13100
    -0.12532	    -0.12500
    -0.11908	    -0.11900
    -0.11284	    -0.11200
    -0.10660	    -0.10600
    -0.10035	    -0.10000
    -0.09409	    -0.09400
    -0.08784	    -0.08700
    -0.08158	    -0.08100
    -0.07531	    -0.07500
    -0.06905	    -0.06900
    -0.06278	    -0.06200
    -0.05650	    -0.05600
    -0.05023	    -0.05000
    -0.04395	    -0.04300
    -0.03768	    -0.03700
    -0.03140	    -0.03100
    -0.02512	    -0.02500
    -0.01883	    -0.01800
    -0.01255	    -0.01200
    -0.00627	    -0.00600
