
Valor Original	Valor emitido
     0.58269	     0.50000
     0.57757	     0.50000
     0.57243	     0.50000
     0.56726	     0.50000
     0.56208	     0.50000
     0.55687	     0.50000
     0.55164	     0.50000
     0.54639	     0.50000
     0.54112	     0.50000
     0.53582	     0.50000
     0.53051	     0.50000
     0.52517	     0.50000
     0.51981	     0.50000
     0.51443	     0.50000
     0.50904	     0.50000
     0.50362	     0.50000
     0.49818	     0.40000
     0.49272	     0.40000
     0.48724	     0.40000
     0.48175	     0.40000
     0.47623	     0.40000
     0.47070	     0.40000
     0.46515	     0.40000
     0.45957	     0.40000
     0.45398	     0.40000
     0.44838	     0.40000
     0.44275	     0.40000
     0.43711	     0.40000
     0.43145	     0.40000
     0.42577	     0.40000
     0.42008	     0.40000
     0.41437	     0.40000
     0.40864	     0.40000
     0.40290	     0.40000
     0.39714	     0.30000
     0.39137	     0.30000
     0.38558	     0.30000
     0.37977	     0.30000
     0.37395	     0.30000
     0.36812	     0.30000
     0.36227	     0.30000
     0.35641	     0.30000
     0.35053	     0.30000
     0.34464	     0.30000
     0.33873	     0.30000
     0.33281	     0.30000
     0.32688	     0.30000
     0.32094	     0.30000
     0.31498	     0.30000
     0.30901	     0.30000
     0.30303	     0.30000
     0.29704	     0.20000
     0.29103	     0.20000
     0.28501	     0.20000
     0.27898	     0.20000
     0.27295	     0.20000
     0.26690	     0.20000
     0.26084	     0.20000
     0.25476	     0.20000
     0.24868	     0.20000
     0.24259	     0.20000
     0.23649	     0.20000
     0.23038	     0.20000
     0.22426	     0.20000
     0.21814	     0.20000
     0.21200	     0.20000
     0.20586	     0.20000
     0.19970	     0.10000
     0.19354	     0.10000
     0.18737	     0.10000
     0.18120	     0.10000
     0.17502	     0.10000
     0.16883	     0.10000
     0.16263	     0.10000
     0.15643	     0.10000
     0.15022	     0.10000
     0.14400	     0.10000
     0.13778	     0.10000
     0.13156	     0.10000
     0.12533	     0.10000
     0.11909	     0.10000
     0.11285	     0.10000
     0.10660	     0.10000
     0.10035	     0.10000
     0.09410	     0.00000
     0.08784	     0.00000
     0.08158	     0.00000
     0.07532	     0.00000
     0.06905	     0.00000
     0.06278	     0.00000
     0.05651	     0.00000
     0.05024	     0.00000
     0.04396	     0.00000
     0.03768	     0.00000
     0.03140	     0.00000
     0.02512	     0.00000
     0.01884	     0.00000
     0.01256	     0.00000
     0.00628	     0.00000
    -0.00001	     0.00000
    -0.00629	     0.00000
    -0.01257	     0.00000
    -0.01886	     0.00000
    -0.02514	     0.00000
    -0.03142	     0.00000
    -0.03770	     0.00000
    -0.04398	     0.00000
    -0.05025	     0.00000
    -0.05653	     0.00000
    -0.06280	     0.00000
    -0.06907	     0.00000
    -0.07533	     0.00000
    -0.08160	     0.00000
    -0.08786	     0.00000
    -0.09412	     0.00000
    -0.10037	    -0.10000
    -0.10662	    -0.10000
    -0.11286	    -0.10000
    -0.11910	    -0.10000
    -0.12534	    -0.10000
    -0.13157	    -0.10000
    -0.13780	    -0.10000
    -0.14402	    -0.10000
    -0.15023	    -0.10000
    -0.15644	    -0.10000
    -0.16264	    -0.10000
    -0.16884	    -0.10000
    -0.17503	    -0.10000
    -0.18121	    -0.10000
    -0.18739	    -0.10000
    -0.19356	    -0.10000
    -0.19972	    -0.10000
    -0.20587	    -0.20000
    -0.21201	    -0.20000
    -0.21815	    -0.20000
    -0.22428	    -0.20000
    -0.23040	    -0.20000
    -0.23651	    -0.20000
    -0.24261	    -0.20000
    -0.24870	    -0.20000
    -0.25478	    -0.20000
    -0.26085	    -0.20000
    -0.26691	    -0.20000
    -0.27296	    -0.20000
    -0.27900	    -0.20000
    -0.28503	    -0.20000
    -0.29104	    -0.20000
    -0.29705	    -0.20000
    -0.30304	    -0.30000
    -0.30902	    -0.30000
    -0.31499	    -0.30000
    -0.32095	    -0.30000
    -0.32690	    -0.30000
    -0.33283	    -0.30000
    -0.33875	    -0.30000
    -0.34465	    -0.30000
    -0.35054	    -0.30000
    -0.35642	    -0.30000
    -0.36228	    -0.30000
    -0.36813	    -0.30000
    -0.37397	    -0.30000
    -0.37979	    -0.30000
    -0.38559	    -0.30000
    -0.39138	    -0.30000
    -0.39716	    -0.30000
    -0.40291	    -0.40000
    -0.40866	    -0.40000
    -0.41438	    -0.40000
    -0.42009	    -0.40000
    -0.42579	    -0.40000
    -0.43146	    -0.40000
    -0.43712	    -0.40000
    -0.44277	    -0.40000
    -0.44839	    -0.40000
    -0.45400	    -0.40000
    -0.45959	    -0.40000
    -0.46516	    -0.40000
    -0.47071	    -0.40000
    -0.47625	    -0.40000
    -0.48176	    -0.40000
    -0.48726	    -0.40000
    -0.49273	    -0.40000
    -0.49819	    -0.40000
    -0.50363	    -0.50000
    -0.50905	    -0.50000
    -0.51445	    -0.50000
    -0.51982	    -0.50000
    -0.52518	    -0.50000
    -0.53052	    -0.50000
    -0.53583	    -0.50000
    -0.54113	    -0.50000
    -0.54640	    -0.50000
    -0.55165	    -0.50000
    -0.55688	    -0.50000
    -0.56209	    -0.50000
    -0.56728	    -0.50000
    -0.57244	    -0.50000
    -0.57758	    -0.50000
    -0.58270	    -0.50000
    -0.58779	    -0.50000
    -0.59286	    -0.50000
    -0.59791	    -0.50000
    -0.60294	    -0.60000
    -0.60794	    -0.60000
    -0.61291	    -0.60000
    -0.61787	    -0.60000
    -0.62279	    -0.60000
    -0.62770	    -0.60000
    -0.63258	    -0.60000
    -0.63743	    -0.60000
    -0.64226	    -0.60000
    -0.64706	    -0.60000
    -0.65184	    -0.60000
    -0.65659	    -0.60000
    -0.66132	    -0.60000
    -0.66602	    -0.60000
    -0.67069	    -0.60000
    -0.67534	    -0.60000
    -0.67996	    -0.60000
    -0.68455	    -0.60000
    -0.68912	    -0.60000
    -0.69366	    -0.60000
    -0.69817	    -0.60000
    -0.70266	    -0.70000
    -0.70711	    -0.70000
    -0.71154	    -0.70000
    -0.71594	    -0.70000
    -0.72032	    -0.70000
    -0.72466	    -0.70000
    -0.72897	    -0.70000
    -0.73326	    -0.70000
    -0.73752	    -0.70000
    -0.74175	    -0.70000
    -0.74595	    -0.70000
    -0.75012	    -0.70000
    -0.75426	    -0.70000
    -0.75837	    -0.70000
    -0.76245	    -0.70000
    -0.76650	    -0.70000
    -0.77052	    -0.70000
    -0.77451	    -0.70000
    -0.77847	    -0.70000
    -0.78240	    -0.70000
    -0.78629	    -0.70000
    -0.79016	    -0.70000
    -0.79400	    -0.70000
    -0.79780	    -0.70000
    -0.80157	    -0.80000
    -0.80531	    -0.80000
    -0.80902	    -0.80000
    -0.81270	    -0.80000
    -0.81634	    -0.80000
    -0.81996	    -0.80000
    -0.82354	    -0.80000
    -0.82709	    -0.80000
    -0.83060	    -0.80000
    -0.83408	    -0.80000
    -0.83753	    -0.80000
    -0.84095	    -0.80000
    -0.84433	    -0.80000
    -0.84768	    -0.80000
    -0.85100	    -0.80000
    -0.85428	    -0.80000
    -0.85753	    -0.80000
    -0.86075	    -0.80000
    -0.86393	    -0.80000
    -0.86708	    -0.80000
    -0.87019	    -0.80000
    -0.87327	    -0.80000
    -0.87631	    -0.80000
    -0.87932	    -0.80000
    -0.88230	    -0.80000
    -0.88524	    -0.80000
    -0.88814	    -0.80000
    -0.89101	    -0.80000
    -0.89385	    -0.80000
    -0.89665	    -0.80000
    -0.89941	    -0.80000
    -0.90214	    -0.90000
    -0.90483	    -0.90000
    -0.90749	    -0.90000
    -0.91011	    -0.90000
    -0.91270	    -0.90000
    -0.91525	    -0.90000
    -0.91776	    -0.90000
    -0.92024	    -0.90000
    -0.92268	    -0.90000
    -0.92508	    -0.90000
    -0.92745	    -0.90000
    -0.92978	    -0.90000
    -0.93207	    -0.90000
    -0.93433	    -0.90000
    -0.93655	    -0.90000
    -0.93874	    -0.90000
    -0.94088	    -0.90000
    -0.94299	    -0.90000
    -0.94507	    -0.90000
    -0.94710	    -0.90000
    -0.94910	    -0.90000
    -0.95106	    -0.90000
    -0.95298	    -0.90000
    -0.95487	    -0.90000
    -0.95672	    -0.90000
    -0.95852	    -0.90000
    -0.96030	    -0.90000
    -0.96203	    -0.90000
    -0.96373	    -0.90000
    -0.96538	    -0.90000
    -0.96700	    -0.90000
    -0.96859	    -0.90000
    -0.97013	    -0.90000
    -0.97163	    -0.90000
    -0.97310	    -0.90000
    -0.97453	    -0.90000
    -0.97592	    -0.90000
    -0.97727	    -0.90000
    -0.97858	    -0.90000
    -0.97986	    -0.90000
    -0.98109	    -0.90000
    -0.98229	    -0.90000
    -0.98345	    -0.90000
    -0.98457	    -0.90000
    -0.98565	    -0.90000
    -0.98669	    -0.90000
    -0.98769	    -0.90000
    -0.98865	    -0.90000
    -0.98958	    -0.90000
    -0.99046	    -0.90000
    -0.99131	    -0.90000
    -0.99212	    -0.90000
    -0.99288	    -0.90000
    -0.99361	    -0.90000
    -0.99430	    -0.90000
    -0.99495	    -0.90000
    -0.99556	    -0.90000
    -0.99613	    -0.90000
    -0.99667	    -0.90000
    -0.99716	    -0.90000
    -0.99761	    -0.90000
    -0.99803	    -0.90000
    -0.99840	    -0.90000
    -0.99874	    -0.90000
    -0.99903	    -0.90000
    -0.99929	    -0.90000
    -0.99951	    -0.90000
    -0.99968	    -0.90000
    -0.99982	    -0.90000
    -0.99992	    -0.90000
    -0.99998	    -0.90000
    -1.00000	    -0.90000
    -0.99998	    -0.90000
    -0.99992	    -0.90000
    -0.99982	    -0.90000
    -0.99968	    -0.90000
    -0.99951	    -0.90000
    -0.99929	    -0.90000
    -0.99903	    -0.90000
    -0.99874	    -0.90000
    -0.99840	    -0.90000
    -0.99803	    -0.90000
    -0.99761	    -0.90000
    -0.99716	    -0.90000
    -0.99667	    -0.90000
    -0.99613	    -0.90000
    -0.99556	    -0.90000
    -0.99495	    -0.90000
    -0.99430	    -0.90000
    -0.99361	    -0.90000
    -0.99288	    -0.90000
    -0.99211	    -0.90000
    -0.99131	    -0.90000
    -0.99046	    -0.90000
    -0.98957	    -0.90000
    -0.98865	    -0.90000
    -0.98769	    -0.90000
    -0.98668	    -0.90000
    -0.98564	    -0.90000
    -0.98456	    -0.90000
    -0.98344	    -0.90000
    -0.98229	    -0.90000
    -0.98109	    -0.90000
    -0.97985	    -0.90000
    -0.97858	    -0.90000
    -0.97727	    -0.90000
    -0.97591	    -0.90000
    -0.97452	    -0.90000
    -0.97310	    -0.90000
    -0.97163	    -0.90000
    -0.97012	    -0.90000
    -0.96858	    -0.90000
    -0.96700	    -0.90000
    -0.96538	    -0.90000
    -0.96372	    -0.90000
    -0.96202	    -0.90000
    -0.96029	    -0.90000
    -0.95852	    -0.90000
    -0.95671	    -0.90000
    -0.95486	    -0.90000
    -0.95298	    -0.90000
    -0.95105	    -0.90000
    -0.94909	    -0.90000
    -0.94709	    -0.90000
    -0.94506	    -0.90000
    -0.94299	    -0.90000
    -0.94088	    -0.90000
    -0.93873	    -0.90000
    -0.93655	    -0.90000
    -0.93432	    -0.90000
    -0.93207	    -0.90000
    -0.92977	    -0.90000
    -0.92744	    -0.90000
    -0.92507	    -0.90000
    -0.92267	    -0.90000
    -0.92023	    -0.90000
    -0.91775	    -0.90000
    -0.91524	    -0.90000
    -0.91269	    -0.90000
    -0.91010	    -0.90000
    -0.90748	    -0.90000
    -0.90482	    -0.90000
    -0.90213	    -0.90000
    -0.89940	    -0.80000
    -0.89664	    -0.80000
    -0.89384	    -0.80000
    -0.89100	    -0.80000
    -0.88813	    -0.80000
    -0.88523	    -0.80000
    -0.88229	    -0.80000
    -0.87931	    -0.80000
    -0.87630	    -0.80000
    -0.87326	    -0.80000
    -0.87018	    -0.80000
    -0.86706	    -0.80000
    -0.86392	    -0.80000
    -0.86074	    -0.80000
    -0.85752	    -0.80000
    -0.85427	    -0.80000
    -0.85099	    -0.80000
    -0.84767	    -0.80000
    -0.84432	    -0.80000
    -0.84094	    -0.80000
    -0.83752	    -0.80000
    -0.83407	    -0.80000
    -0.83059	    -0.80000
    -0.82707	    -0.80000
    -0.82353	    -0.80000
    -0.81994	    -0.80000
    -0.81633	    -0.80000
    -0.81269	    -0.80000
    -0.80901	    -0.80000
    -0.80530	    -0.80000
    -0.80156	    -0.80000
    -0.79779	    -0.70000
    -0.79398	    -0.70000
    -0.79015	    -0.70000
    -0.78628	    -0.70000
    -0.78238	    -0.70000
    -0.77845	    -0.70000
    -0.77450	    -0.70000
    -0.77051	    -0.70000
    -0.76648	    -0.70000
    -0.76243	    -0.70000
    -0.75835	    -0.70000
    -0.75424	    -0.70000
    -0.75010	    -0.70000
    -0.74593	    -0.70000
    -0.74173	    -0.70000
    -0.73750	    -0.70000
    -0.73325	    -0.70000
    -0.72896	    -0.70000
    -0.72464	    -0.70000
    -0.72030	    -0.70000
    -0.71593	    -0.70000
    -0.71153	    -0.70000
    -0.70710	    -0.70000
    -0.70264	    -0.70000
    -0.69816	    -0.60000
    -0.69364	    -0.60000
    -0.68910	    -0.60000
    -0.68454	    -0.60000
    -0.67994	    -0.60000
    -0.67532	    -0.60000
    -0.67068	    -0.60000
    -0.66600	    -0.60000
    -0.66130	    -0.60000
    -0.65658	    -0.60000
    -0.65182	    -0.60000
    -0.64705	    -0.60000
    -0.64224	    -0.60000
    -0.63741	    -0.60000
    -0.63256	    -0.60000
    -0.62768	    -0.60000
    -0.62278	    -0.60000
    -0.61785	    -0.60000
    -0.61290	    -0.60000
    -0.60792	    -0.60000
    -0.60292	    -0.60000
    -0.59789	    -0.50000
    -0.59285	    -0.50000
    -0.58777	    -0.50000
    -0.58268	    -0.50000
    -0.57756	    -0.50000
    -0.57242	    -0.50000
    -0.56726	    -0.50000
    -0.56207	    -0.50000
    -0.55686	    -0.50000
    -0.55163	    -0.50000
    -0.54638	    -0.50000
    -0.54111	    -0.50000
    -0.53582	    -0.50000
    -0.53050	    -0.50000
    -0.52516	    -0.50000
    -0.51981	    -0.50000
    -0.51443	    -0.50000
    -0.50903	    -0.50000
    -0.50361	    -0.50000
    -0.49817	    -0.40000
    -0.49272	    -0.40000
    -0.48724	    -0.40000
    -0.48174	    -0.40000
    -0.47623	    -0.40000
    -0.47069	    -0.40000
    -0.46514	    -0.40000
    -0.45957	    -0.40000
    -0.45398	    -0.40000
    -0.44837	    -0.40000
    -0.44275	    -0.40000
    -0.43710	    -0.40000
    -0.43144	    -0.40000
    -0.42577	    -0.40000
    -0.42007	    -0.40000
    -0.41436	    -0.40000
    -0.40864	    -0.40000
    -0.40289	    -0.40000
    -0.39714	    -0.30000
    -0.39136	    -0.30000
    -0.38557	    -0.30000
    -0.37977	    -0.30000
    -0.37395	    -0.30000
    -0.36811	    -0.30000
    -0.36226	    -0.30000
    -0.35640	    -0.30000
    -0.35052	    -0.30000
    -0.34463	    -0.30000
    -0.33872	    -0.30000
    -0.33281	    -0.30000
    -0.32687	    -0.30000
    -0.32093	    -0.30000
    -0.31497	    -0.30000
    -0.30900	    -0.30000
    -0.30302	    -0.30000
    -0.29703	    -0.20000
    -0.29102	    -0.20000
    -0.28501	    -0.20000
    -0.27898	    -0.20000
    -0.27294	    -0.20000
    -0.26689	    -0.20000
    -0.26083	    -0.20000
    -0.25476	    -0.20000
    -0.24868	    -0.20000
    -0.24259	    -0.20000
    -0.23649	    -0.20000
    -0.23038	    -0.20000
    -0.22426	    -0.20000
    -0.21813	    -0.20000
    -0.21199	    -0.20000
    -0.20585	    -0.20000
    -0.19970	    -0.10000
    -0.19354	    -0.10000
    -0.18737	    -0.10000
    -0.18119	    -0.10000
    -0.17501	    -0.10000
    -0.16882	    -0.10000
    -0.16262	    -0.10000
    -0.15642	    -0.10000
    -0.15021	    -0.10000
    -0.14400	    -0.10000
    -0.13778	    -0.10000
    -0.13155	    -0.10000
    -0.12532	    -0.10000
    -0.11908	    -0.10000
    -0.11284	    -0.10000
    -0.10660	    -0.10000
    -0.10035	    -0.10000
    -0.09409	     0.00000
    -0.08784	     0.00000
    -0.08158	     0.00000
    -0.07531	     0.00000
    -0.06905	     0.00000
    -0.06278	     0.00000
    -0.05650	     0.00000
    -0.05023	     0.00000
    -0.04395	     0.00000
    -0.03768	     0.00000
    -0.03140	     0.00000
    -0.02512	     0.00000
    -0.01883	     0.00000
    -0.01255	     0.00000
    -0.00627	     0.00000
